status,open,close,type,account_id,client_id
Active,2002-04-01,,Brokerage,633,215
Active,2002-03-12,,Traditional IRA,634,215
Active,2010-01-25,,Roth IRA,635,215
Active,2013-07-02,,Brokerage,636,216
Active,2015-08-29,,529,637,216
Active,2017-06-18,,Roth IRA,638,216
Active,2013-12-19,,Traditional IRA,639,216
Active,2017-10-30,,Roth 401(k),640,216
Active,2017-06-19,,Traditional IRA,641,217
Active,2009-04-29,,Roth IRA,642,217
Active,2014-05-27,,Roth IRA,643,218
Active,2012-03-13,,Brokerage,644,218
Active,2006-12-02,,Traditional IRA,645,218
Active,2008-12-16,,529,646,218
Active,2007-02-20,,Roth IRA,647,219
Active,2008-06-21,,Roth 401(k),648,219
Active,2008-12-14,,Traditional IRA,649,219
Active,2011-11-25,,529,650,220
Active,2008-01-16,,Roth 401(k),651,220
Active,2011-04-02,,Traditional IRA,652,220
Inactive,2016-06-27,2017-03-20,Brokerage,653,220
Active,2016-03-30,,Roth IRA,654,220
Active,2018-02-01,,529,655,221
Active,2013-11-10,,Traditional IRA,656,221
Active,2010-11-17,,Roth IRA,657,221
Active,2013-11-09,,Roth 401(k),658,221
Active,2013-01-16,,Brokerage,659,221
Active,2015-12-30,,Roth IRA,660,222
Active,2016-04-30,,Traditional IRA,661,222
Active,2018-07-07,,Brokerage,662,222
Active,2017-08-25,,Roth 401(k),663,222
Inactive,2016-09-18,2017-07-14,529,664,222
Active,2014-11-15,,Roth 401(k),665,223
Active,2013-03-25,,529,666,223
Active,2016-08-02,,Roth IRA,667,223
Active,2016-02-01,,Traditional IRA,668,223
Active,2017-10-28,,Brokerage,669,223
Active,2017-03-10,,Traditional IRA,670,224
Active,2015-11-19,,Roth 401(k),671,224
Active,2015-12-03,,Brokerage,672,225
Active,2007-06-29,,Traditional IRA,673,225
Active,2008-12-22,,529,674,226
Active,2005-03-03,,Traditional IRA,675,226
Active,2007-07-14,,Roth 401(k),676,226
Active,2012-09-28,,Roth IRA,677,226
Active,2006-07-31,,Brokerage,678,226
Active,2006-10-25,,Traditional IRA,679,227
Active,2015-11-11,,Brokerage,680,227
Active,2003-03-29,,529,681,227
Active,2017-12-02,,Traditional IRA,682,228
Active,2017-03-19,,Roth 401(k),683,228
Active,2015-11-25,,Roth IRA,684,228
Active,2016-10-13,,Brokerage,685,228
Active,2011-03-27,,529,686,228
Active,2011-05-19,,Roth 401(k),687,229
Active,2016-04-05,,Brokerage,688,229
Active,2009-01-31,,Traditional IRA,689,229
Active,2007-06-06,,Brokerage,690,230
Active,2014-12-16,,Traditional IRA,691,230
Active,2016-04-06,,Brokerage,692,231
Active,2013-12-10,,Roth 401(k),693,231
Active,2014-07-24,,Traditional IRA,694,231
Active,2014-07-18,,529,695,232
Active,2017-06-13,,Brokerage,696,232
Active,2017-10-28,,Roth IRA,697,233
Active,2017-07-06,,Roth 401(k),698,233
Inactive,2017-03-15,2018-04-05,Brokerage,699,233
Active,2000-05-12,,529,700,234
Inactive,2007-11-26,2017-09-16,Roth 401(k),701,234
Active,2006-01-22,,Traditional IRA,702,234
Active,2013-06-04,,Brokerage,703,234
Active,2012-12-02,,Roth IRA,704,235
Active,2015-10-01,,Brokerage,705,235
Active,2016-02-05,,529,706,235
Active,2017-07-08,,Traditional IRA,707,235
Active,2015-03-09,,Roth 401(k),708,236
Active,2005-12-23,,529,709,236
Active,2003-09-20,,Roth IRA,710,236
Active,2016-06-17,,529,711,237
Active,2012-03-23,,Roth IRA,712,238
Active,2015-11-28,,Brokerage,713,238
Active,2004-02-25,,Traditional IRA,714,238
Active,2017-11-08,,Traditional IRA,715,239
Active,2017-09-04,,529,716,240
Active,2015-10-13,,Traditional IRA,717,240
Active,2015-02-15,,Brokerage,718,240
Active,2017-03-08,,Roth IRA,719,240
Active,2017-09-18,,Roth 401(k),720,240
Inactive,2010-12-09,2016-08-31,Traditional IRA,721,241
Active,2010-01-11,,Roth IRA,722,241
Active,2006-03-23,,Roth 401(k),723,241
Active,2008-10-14,,529,724,242
Active,2011-04-10,,Traditional IRA,725,242
Active,2018-04-23,,Roth 401(k),726,242
Active,2007-05-27,,Brokerage,727,242
Inactive,2015-09-04,2017-11-28,Brokerage,728,243
Active,2016-05-25,,Roth 401(k),729,243
Active,2016-09-01,,Traditional IRA,730,243
Active,2017-07-09,,Roth IRA,731,243
Inactive,2017-08-11,2018-10-19,Roth 401(k),732,244
Active,2009-04-11,,529,733,245
Active,2014-06-03,,Roth IRA,734,245
Active,2016-01-01,,Brokerage,735,245
Active,2015-10-09,,Roth IRA,736,246
Active,2016-07-17,,Brokerage,737,246
Active,2016-01-24,,Traditional IRA,738,246
Active,2016-02-13,,Roth 401(k),739,246
Inactive,2018-05-25,2018-10-22,529,740,246
Active,2018-04-23,,Roth IRA,741,247
Active,2010-12-20,,Brokerage,742,247
Inactive,2007-03-10,2017-08-14,Traditional IRA,743,247
Active,2017-11-25,,Roth 401(k),744,247
Active,2017-04-02,,Roth 401(k),745,248
Active,2017-10-29,,529,746,248
Active,2016-09-02,,Brokerage,747,248
Active,2018-01-01,,Traditional IRA,748,248
Active,2012-04-16,,Brokerage,749,249
Active,2015-10-11,,Roth 401(k),750,249
Active,2013-04-24,,Traditional IRA,751,249
Active,2016-07-24,,Roth IRA,752,249
Active,2016-11-14,,Roth IRA,753,250
Active,2017-01-17,,529,754,250
Active,2015-08-21,,Traditional IRA,755,250
Active,2011-11-06,,Roth IRA,756,251
Active,2011-11-24,,Roth 401(k),757,251
Active,2015-05-29,,529,758,252
Active,2016-05-07,,Roth IRA,759,252
Active,2015-03-08,,Roth IRA,760,253
Active,2001-11-27,,Brokerage,761,253
Active,2017-04-26,,529,762,253
Active,2015-03-25,,Brokerage,763,254
Inactive,2012-08-01,2016-06-21,Traditional IRA,764,254
Active,2018-07-04,,529,765,254
Active,2018-06-29,,529,766,255
Active,2017-09-25,,Brokerage,767,256
Active,2017-08-09,,529,768,256
Inactive,2017-09-15,2018-03-06,Brokerage,769,257
Active,2018-04-09,,Roth 401(k),770,257
Active,2018-04-29,,Roth IRA,771,257
Active,2018-03-20,,Traditional IRA,772,257
Active,2014-01-09,,Traditional IRA,773,258
Active,2012-09-02,,Roth 401(k),774,258
Active,2016-02-18,,Brokerage,775,258
Inactive,2014-05-14,2018-09-02,Roth IRA,776,258
Active,2013-01-07,,529,777,258
Active,2005-03-15,,Brokerage,778,259
Inactive,2015-07-14,2016-07-14,Roth IRA,779,260
Active,2018-05-18,,Traditional IRA,780,261
Active,2015-11-30,,Roth IRA,781,262
Active,2017-04-21,,Roth 401(k),782,262
Active,2017-12-16,,Brokerage,783,262
Inactive,2009-07-01,2014-07-20,Traditional IRA,784,263
Active,2013-12-17,,Roth 401(k),785,263
Active,2008-11-30,,529,786,263
Active,2018-03-22,,529,787,264
Active,2018-04-12,,Roth IRA,788,264
Active,2009-11-21,,Roth IRA,789,265
Inactive,2010-11-07,2017-02-01,Roth 401(k),790,265
Inactive,2013-12-22,2014-09-27,Traditional IRA,791,265
Active,2011-05-11,,529,792,265
Active,2018-06-06,,Roth IRA,793,266
Inactive,2011-10-17,2012-09-30,Roth 401(k),794,266
Active,2013-02-04,,Traditional IRA,795,266
Active,2010-02-12,,Traditional IRA,796,267
Active,2009-11-07,,Roth 401(k),797,267
Active,2013-11-18,,Brokerage,798,267
Active,2018-06-05,,Roth IRA,799,267
Active,2017-12-28,,529,800,268
Active,2018-06-29,,Traditional IRA,801,268
Active,2015-09-19,,Roth 401(k),802,268
Active,2017-05-24,,Brokerage,803,269
Active,2008-07-17,,529,804,269
Active,2013-11-10,,Traditional IRA,805,269
Active,2017-08-28,,Roth IRA,806,269
Active,2016-06-26,,Roth IRA,807,270
Active,2016-11-06,,Roth 401(k),808,270
Active,2016-04-02,,529,809,270
Inactive,2016-09-02,2018-04-12,Traditional IRA,810,270
Active,2016-05-04,,Roth 401(k),811,271
Inactive,2016-04-21,2017-12-26,Traditional IRA,812,271
Active,2018-03-19,,529,813,271
Active,2015-08-03,,Brokerage,814,271
Active,2015-08-12,,Roth IRA,815,271
Active,2015-10-01,,Roth 401(k),816,272
Active,2011-01-20,,Traditional IRA,817,272
Active,2016-12-10,,Roth IRA,818,272
Active,2012-05-08,,Brokerage,819,272
Active,2013-09-12,,Brokerage,820,273
Active,2017-09-15,,Roth IRA,821,274
Active,2017-07-19,,Roth 401(k),822,274
Active,2017-08-21,,529,823,274
Active,2006-07-20,,Traditional IRA,824,275
Active,2008-08-17,,529,825,275
Active,2016-07-02,,Roth 401(k),826,276
Active,2016-12-19,,Roth IRA,827,276
Active,2007-12-17,,Brokerage,828,277
Active,2012-06-30,,529,829,278
Active,2015-01-16,,Traditional IRA,830,278
Active,2014-09-25,,Roth 401(k),831,278
Inactive,2015-02-20,2016-07-30,Roth IRA,832,278
Active,2014-01-19,,Brokerage,833,278
Active,2018-07-20,,Brokerage,834,279
Active,2018-04-26,,Roth IRA,835,279
Active,2013-03-04,,529,836,279
Active,2012-10-27,,Traditional IRA,837,279
Active,2014-09-20,,Roth 401(k),838,279
Active,2017-02-09,,529,839,280
Active,2015-05-20,,Roth 401(k),840,280
Active,2014-09-04,,Brokerage,841,280
Active,2016-02-23,,Brokerage,842,281
Active,2014-03-17,,Traditional IRA,843,282
Active,2014-07-02,,Traditional IRA,844,283
Active,2011-05-25,,529,845,283
Active,2017-05-21,,Roth IRA,846,283
Active,2013-03-25,,Roth 401(k),847,283
Active,2017-04-07,,Brokerage,848,283
Active,2014-11-12,,Brokerage,849,284
Active,2017-04-15,,Roth IRA,850,284
Active,2014-05-16,,Roth 401(k),851,284
Active,2010-04-04,,Traditional IRA,852,284
Active,2011-12-07,,529,853,284
Active,2015-09-20,,Brokerage,854,285
Inactive,2015-01-04,2018-01-24,529,855,286
Active,2015-03-03,,Traditional IRA,856,286
Active,2014-12-01,,Roth IRA,857,286
Active,2016-10-31,,Roth 401(k),858,286
Active,2016-04-25,,Brokerage,859,286
Active,2012-11-23,,Roth 401(k),860,287
Active,2011-10-19,,Traditional IRA,861,287
Inactive,2002-11-30,2016-05-24,529,862,287
Inactive,2015-09-05,2018-03-24,Roth IRA,863,288
Active,2006-05-12,,Brokerage,864,288
Active,2003-11-14,,Roth 401(k),865,288
Active,2008-12-04,,Traditional IRA,866,288
Active,2009-03-26,,529,867,288
Active,2015-06-19,,Roth 401(k),868,289
Active,2016-05-07,,Roth IRA,869,289
Active,2011-04-27,,529,870,289
Active,2008-03-15,,Roth IRA,871,290
Inactive,2009-03-10,2012-02-12,Brokerage,872,290
Active,2014-10-20,,Traditional IRA,873,290
Active,2018-02-24,,Roth 401(k),874,291
Inactive,2017-12-05,2018-09-11,Roth IRA,875,291
Active,2018-03-23,,529,876,291
Active,2016-12-05,,Traditional IRA,877,291
Active,2011-11-15,,Roth 401(k),878,292
Active,2012-01-05,,Brokerage,879,292
Active,2018-04-22,,Brokerage,880,293
Active,2015-08-18,,Roth IRA,881,293
Active,2017-12-30,,529,882,293
Active,2014-08-30,,Brokerage,883,294
Active,2013-06-24,,Roth 401(k),884,294
Active,2013-02-10,,Roth IRA,885,294
Active,2014-07-21,,529,886,294
Active,2018-05-13,,Brokerage,887,295
Inactive,2018-05-04,2018-09-03,Traditional IRA,888,295
Active,2018-03-31,,Roth IRA,889,295
Active,2018-06-27,,Roth 401(k),890,295
Active,2014-05-09,,Brokerage,891,296
Active,2015-06-10,,Traditional IRA,892,297
Active,2007-03-31,,529,893,297
Active,2011-07-28,,Brokerage,894,297
Active,2009-11-29,,Roth IRA,895,297
Active,2014-09-20,,Roth IRA,896,298
Active,2015-12-23,,Roth 401(k),897,298
Active,2012-09-29,,Traditional IRA,898,298
Active,2016-04-05,,Brokerage,899,298
Active,2014-11-19,,529,900,298
Active,2018-05-22,,529,901,299
Active,2018-05-04,,Roth 401(k),902,299
Active,2018-07-09,,Traditional IRA,903,299
Active,2011-05-24,,Roth IRA,904,300
Inactive,2014-11-02,2016-10-08,Roth 401(k),905,300
Active,2017-01-19,,Brokerage,906,300
Active,2016-12-22,,Roth IRA,907,301
Active,2017-07-18,,529,908,302
Active,2013-05-28,,Roth 401(k),909,302
Active,2011-01-01,,Traditional IRA,910,302
Active,2017-10-28,,Brokerage,911,302
Active,2017-01-30,,529,912,303
Active,2008-11-06,,Roth 401(k),913,303
Active,2017-03-31,,Brokerage,914,303
Active,2016-02-23,,Roth IRA,915,303
Active,2014-08-22,,529,916,304
Active,2018-04-06,,Roth 401(k),917,304
Active,2009-11-09,,Brokerage,918,304
Inactive,2012-11-09,2014-05-01,Roth 401(k),919,305
Active,2016-05-15,,Roth IRA,920,305
Active,2011-08-06,,529,921,306
Active,2011-11-19,,Roth 401(k),922,306
Active,2011-04-13,,Brokerage,923,307
Active,2008-04-21,,Roth 401(k),924,307
Active,2012-07-22,,529,925,308
Active,2007-06-29,,Traditional IRA,926,308
Active,2007-11-23,,Roth 401(k),927,308
Active,2007-11-03,,Roth IRA,928,308
Inactive,2013-01-07,2015-12-02,Brokerage,929,308
Active,2017-09-01,,Traditional IRA,930,309
Active,2012-03-18,,529,931,309
Active,2011-10-23,,Roth 401(k),932,309
Inactive,2012-11-15,2018-03-19,Brokerage,933,309
Active,2011-01-26,,529,934,310
Active,2012-12-15,,Roth 401(k),935,311
Active,2016-11-30,,Roth IRA,936,311
Active,2013-01-28,,529,937,311
Active,2015-09-08,,Brokerage,938,312
Active,2014-06-21,,Roth IRA,939,312
Active,2018-07-15,,529,940,312
Active,2016-04-16,,Traditional IRA,941,312
Active,2017-02-20,,Traditional IRA,942,313
Active,2017-12-15,,529,943,313
Active,2016-11-05,,Brokerage,944,313
Inactive,2018-04-15,2018-09-01,Roth IRA,945,313
Active,2015-02-07,,Roth IRA,946,314
Inactive,2017-02-13,2018-05-04,Traditional IRA,947,314
Active,2013-06-19,,Brokerage,948,314
Active,2017-10-10,,Roth 401(k),949,314
Active,2018-01-15,,Roth IRA,950,315
Active,2018-06-19,,Roth 401(k),951,315
Active,2014-06-28,,Brokerage,952,316
Active,2017-12-13,,Roth 401(k),953,316
Active,2017-03-05,,529,954,316
Active,2018-06-06,,Roth IRA,955,316
Active,2012-11-29,,Brokerage,956,317
Active,2014-10-31,,Roth 401(k),957,317
Inactive,2010-04-09,2013-03-05,Brokerage,958,318
Active,2016-03-20,,529,959,318
Active,2009-11-29,,Roth IRA,960,318
Active,2006-08-15,,Traditional IRA,961,318
Active,2016-09-17,,529,962,319
Active,2017-05-17,,Roth IRA,963,319
Active,2016-11-22,,Roth 401(k),964,319
Active,2016-01-25,,Traditional IRA,965,320
Active,2017-08-02,,Brokerage,966,320
Active,2011-12-16,,Traditional IRA,967,321
Active,2011-03-22,,529,968,321
Active,2008-12-07,,Brokerage,969,322
Active,2011-03-05,,Roth IRA,970,322
Active,2015-03-29,,Brokerage,971,323
Inactive,2018-06-07,2018-10-29,529,972,324
Inactive,2013-10-29,2014-05-27,Brokerage,973,324
Active,2011-04-19,,Roth 401(k),974,324
Active,2014-09-24,,Traditional IRA,975,324
Active,2014-06-28,,Roth IRA,976,324
Active,2015-05-05,,Brokerage,977,325
Active,2014-04-10,,Brokerage,978,326
Active,2017-10-07,,529,979,326
Active,2017-02-25,,Roth IRA,980,326
Active,2012-05-28,,Roth 401(k),981,326
Active,2011-09-15,,Traditional IRA,982,326
Active,2013-09-10,,529,983,327
Active,2012-07-21,,Roth IRA,984,327
Active,2008-01-07,,Traditional IRA,985,327
Active,2005-01-01,,Roth 401(k),986,327
Active,2018-06-12,,Traditional IRA,987,328
Active,2017-10-01,,Brokerage,988,328
Active,2009-04-09,,Brokerage,989,329
Active,2009-02-27,,Roth IRA,990,329
Active,2011-04-04,,529,991,329
Active,2015-06-19,,Traditional IRA,992,329
Active,2014-11-27,,Roth 401(k),993,329
Active,2009-05-15,,529,994,330
Active,2009-03-24,,Roth 401(k),995,330
Active,2018-07-16,,Brokerage,996,330
Active,2014-11-12,,Roth IRA,997,330
Active,2013-09-28,,Roth 401(k),998,331
Active,2016-02-10,,529,999,331
Active,2018-02-11,,Traditional IRA,1000,331
Active,2008-09-19,,Roth IRA,1001,331
Active,2005-05-07,,Brokerage,1002,331
Active,2016-06-20,,529,1003,332
Inactive,2014-02-10,2017-04-04,Traditional IRA,1004,332
Active,2017-06-07,,Brokerage,1005,333
Active,2015-08-15,,529,1006,333
Inactive,2014-05-30,2017-10-08,Roth 401(k),1007,333
Active,2015-09-03,,Roth IRA,1008,333
Active,2012-11-28,,Traditional IRA,1009,333
Active,2016-01-25,,Traditional IRA,1010,334
Active,2016-10-03,,Roth IRA,1011,335
Active,2017-08-30,,Roth 401(k),1012,335
Active,2017-06-12,,Roth 401(k),1013,336
Active,2017-09-13,,Traditional IRA,1014,336
Active,2015-10-19,,Brokerage,1015,336
Active,2017-12-03,,Roth IRA,1016,336
Inactive,2016-10-28,2017-10-03,Roth IRA,1017,337
Active,2018-06-08,,529,1018,337
Inactive,2013-08-19,2016-11-29,Traditional IRA,1019,337
Active,2007-06-20,,Roth IRA,1020,338
Active,2016-06-03,,Roth 401(k),1021,338
Active,2010-01-20,,Traditional IRA,1022,338
Active,2013-07-04,,Brokerage,1023,338
Active,2014-05-12,,529,1024,338
Active,2013-04-23,,Roth IRA,1025,339
Active,2017-04-06,,Traditional IRA,1026,339
Active,2016-03-08,,529,1027,339
Active,2018-04-07,,Brokerage,1028,340
Inactive,2017-11-23,2018-04-16,Roth IRA,1029,340
Active,2017-12-21,,529,1030,340
Active,2018-01-07,,Roth 401(k),1031,340
Active,2017-11-01,,Traditional IRA,1032,340
Active,2017-04-24,,529,1033,341
Active,2017-11-09,,Roth IRA,1034,341
Active,2017-08-15,,Roth 401(k),1035,341
Active,2015-03-17,,Roth IRA,1036,342
Active,2014-11-01,,529,1037,343
Active,2016-10-04,,Traditional IRA,1038,343
Active,2016-09-26,,Brokerage,1039,343
Active,2016-06-12,,Roth IRA,1040,343
Active,2014-10-25,,Roth 401(k),1041,343
Active,2017-03-08,,Roth 401(k),1042,344
Active,2011-10-21,,Roth 401(k),1043,345
Active,2007-08-14,,Roth IRA,1044,345
Active,2017-12-06,,Roth IRA,1045,346
Active,2018-03-07,,Brokerage,1046,346
Active,2018-03-26,,529,1047,346
Active,2017-12-14,,Traditional IRA,1048,346
Active,2018-05-12,,Roth 401(k),1049,346
Active,2016-02-06,,529,1050,347
Active,2018-05-26,,Traditional IRA,1051,347
Inactive,2017-10-04,2018-06-24,529,1052,348
Active,2009-03-28,,Brokerage,1053,349
Active,2012-10-10,,Roth IRA,1054,349
Active,2016-08-27,,Roth 401(k),1055,349
Active,2002-08-29,,Traditional IRA,1056,349
Active,2013-12-28,,529,1057,349
Active,2012-12-23,,Roth 401(k),1058,350
Active,2004-11-14,,Roth IRA,1059,350
Inactive,2015-12-02,2018-02-10,Traditional IRA,1060,350
Active,2015-01-09,,Brokerage,1061,350
Active,2004-12-22,,529,1062,350
Active,2013-01-25,,Traditional IRA,1063,351
Inactive,2014-07-19,2015-06-02,Roth 401(k),1064,351
Active,2013-08-10,,529,1065,351
Active,2017-09-09,,Roth IRA,1066,351
Active,2018-05-27,,Roth IRA,1067,352
Inactive,2018-05-17,2018-09-22,Roth 401(k),1068,352
Active,2017-11-20,,529,1069,352
Active,2018-03-04,,Brokerage,1070,352
Active,2009-08-08,,Traditional IRA,1071,353
Active,2007-07-30,,529,1072,353
Active,2004-11-29,,Roth IRA,1073,353
Active,2004-11-13,,Brokerage,1074,353
Active,2010-04-05,,Roth 401(k),1075,353
Inactive,2005-11-14,2011-01-11,Brokerage,1076,354
Active,2004-11-03,,Roth IRA,1077,354
Active,2012-12-24,,Roth 401(k),1078,354
Active,2005-07-02,,529,1079,354
Active,2007-06-17,,Traditional IRA,1080,354
Active,2018-04-27,,Roth 401(k),1081,355
Active,2017-11-20,,Traditional IRA,1082,355
Active,2017-12-28,,Roth IRA,1083,355
Active,2018-06-29,,Brokerage,1084,355
Active,2003-12-02,,Brokerage,1085,356
Active,2015-01-24,,Roth IRA,1086,356
Active,2009-06-17,,Traditional IRA,1087,356
Active,2003-07-13,,529,1088,356
Active,2009-05-01,,Roth IRA,1089,357
Active,2013-06-21,,Brokerage,1090,357
Active,2010-11-11,,529,1091,357
Active,2012-09-01,,Traditional IRA,1092,357
Active,2009-12-06,,Roth 401(k),1093,357
Active,2003-02-26,,Brokerage,1094,358
Active,2012-02-15,,Roth 401(k),1095,358
Active,2015-03-09,,Traditional IRA,1096,358
Active,2003-05-17,,529,1097,358
Active,2008-08-09,,Roth IRA,1098,358
Active,2016-07-17,,529,1099,359
Active,2015-10-25,,Brokerage,1100,359
Active,2015-11-13,,Traditional IRA,1101,359
Active,2014-10-08,,Roth IRA,1102,359
Active,2013-07-07,,Roth 401(k),1103,360
Active,2006-04-21,,Roth IRA,1104,360
Active,2018-04-27,,Traditional IRA,1105,360
Active,2011-10-06,,Roth IRA,1106,361
Inactive,2015-10-12,2016-02-06,529,1107,361
Active,2017-07-26,,Brokerage,1108,361
Active,2011-06-18,,Roth 401(k),1109,361
Active,2010-03-17,,Traditional IRA,1110,361
Active,2012-12-01,,Brokerage,1111,362
Active,2017-11-05,,529,1112,362
Active,2016-09-17,,Traditional IRA,1113,362
Active,2018-06-12,,Roth 401(k),1114,363
Active,2017-08-17,,Traditional IRA,1115,363
Active,2017-06-14,,Roth IRA,1116,363
Active,2017-07-24,,Brokerage,1117,363
Active,2016-02-20,,Roth 401(k),1118,364
Inactive,2012-10-25,2015-11-19,529,1119,364
Active,2007-03-03,,Roth 401(k),1120,365
Inactive,2008-07-04,2011-11-01,Roth IRA,1121,365
Inactive,2018-06-26,2018-10-08,Traditional IRA,1122,365
Active,2017-12-05,,529,1123,365
Active,2016-01-08,,Roth IRA,1124,366
Active,2017-09-23,,Traditional IRA,1125,366
Inactive,2014-12-01,2018-02-21,Brokerage,1126,366
Active,2015-03-01,,529,1127,366
Active,2018-02-15,,Brokerage,1128,367
Inactive,2018-06-10,2018-10-19,Roth 401(k),1129,367
Active,2013-01-14,,Traditional IRA,1130,368
Active,2009-12-11,,529,1131,368
Active,2015-05-22,,Traditional IRA,1132,369
Active,2010-04-26,,529,1133,369
Inactive,2017-11-29,2018-10-01,Roth 401(k),1134,369
Active,2016-05-13,,Roth IRA,1135,369
Active,2012-11-26,,Brokerage,1136,369
Active,2016-07-02,,Brokerage,1137,370
Active,2016-12-03,,Traditional IRA,1138,370
Active,2016-06-03,,529,1139,370
Active,2017-12-27,,Traditional IRA,1140,371
Inactive,2018-01-12,2018-08-06,Brokerage,1141,371
Active,2017-11-19,,Roth 401(k),1142,371
Active,2013-08-01,,Roth 401(k),1143,372
Active,2016-03-19,,529,1144,372
Active,2017-10-12,,Brokerage,1145,372
Active,2016-02-20,,Roth IRA,1146,373
Active,2018-07-07,,Roth 401(k),1147,373
Inactive,2014-05-24,2018-03-05,529,1148,373
Active,2017-04-22,,Roth IRA,1149,374
Active,2014-08-29,,Brokerage,1150,374
Active,2016-09-14,,529,1151,374
Active,2018-07-06,,Roth 401(k),1152,374
Active,2017-09-02,,529,1153,375
Active,2012-04-20,,Traditional IRA,1154,375
Active,2015-01-06,,Roth IRA,1155,375
Active,2018-03-13,,Brokerage,1156,376
Active,2014-11-08,,Traditional IRA,1157,376
Active,2010-11-24,,529,1158,377
Active,2015-11-03,,Roth IRA,1159,377
Active,2005-09-27,,Roth 401(k),1160,377
Active,2012-12-19,,Brokerage,1161,377
Active,2016-02-11,,Traditional IRA,1162,378
Active,2017-09-15,,Brokerage,1163,378
Active,2016-04-22,,529,1164,378
Active,2015-05-04,,Roth IRA,1165,379
Inactive,2013-01-12,2018-01-14,Traditional IRA,1166,379
Active,2017-11-11,,Brokerage,1167,379
Active,2006-05-19,,Brokerage,1168,380
Active,2018-02-09,,Traditional IRA,1169,380
Active,2013-02-27,,Roth 401(k),1170,380
Active,2002-12-15,,Roth IRA,1171,380
Active,2004-02-26,,529,1172,380
Active,2007-04-09,,Roth 401(k),1173,381
Active,2017-05-06,,Roth 401(k),1174,382
Active,2015-09-02,,Roth IRA,1175,382
Active,2016-07-24,,Traditional IRA,1176,382
Active,2015-08-14,,Brokerage,1177,382
Active,2017-04-01,,529,1178,382
Active,2018-01-30,,Roth IRA,1179,383
Inactive,2018-01-26,2018-08-11,529,1180,383
Active,2018-03-05,,Brokerage,1181,383
Active,2018-03-22,,Traditional IRA,1182,383
Active,2016-02-15,,Roth IRA,1183,384
Active,2009-02-18,,Brokerage,1184,384
Active,2005-09-15,,529,1185,384
Active,2014-08-03,,Traditional IRA,1186,384
Active,2005-11-27,,Roth 401(k),1187,385
Active,2012-10-09,,529,1188,385
Active,2013-08-22,,529,1189,386
Active,2018-03-01,,Roth IRA,1190,386
Active,2014-12-01,,Roth IRA,1191,387
Active,2011-01-25,,Roth 401(k),1192,387
Active,2012-09-13,,529,1193,387
Active,2014-09-28,,Brokerage,1194,387
Active,2017-03-22,,Traditional IRA,1195,387
Inactive,2014-12-09,2018-08-29,Traditional IRA,1196,388
Active,2015-10-21,,Brokerage,1197,388
Active,2018-02-04,,Roth 401(k),1198,388
Active,2017-12-11,,529,1199,388
Active,2016-05-09,,Roth IRA,1200,388
Active,2008-04-26,,Traditional IRA,1201,389
Active,2015-09-11,,529,1202,389
Active,2014-04-08,,Brokerage,1203,389
Active,2015-11-27,,Roth 401(k),1204,389
Active,2018-06-02,,Traditional IRA,1205,390
Active,2011-09-10,,Roth 401(k),1206,391
Active,2010-07-26,,Brokerage,1207,391
Active,2012-08-12,,529,1208,391
Active,2010-09-27,,Roth 401(k),1209,392
Active,2004-06-27,,529,1210,393
Active,2016-11-12,,Brokerage,1211,393
Active,2010-09-20,,529,1212,394
Inactive,2010-04-23,2012-10-29,Roth 401(k),1213,394
Active,2003-05-17,,Brokerage,1214,394
Active,2007-07-10,,Traditional IRA,1215,394
Active,2007-04-17,,Roth IRA,1216,394
Active,2008-06-26,,Roth IRA,1217,395
Active,2017-10-13,,529,1218,395
Active,2012-11-08,,Roth 401(k),1219,396
Active,2014-01-02,,Brokerage,1220,396
Active,2017-05-29,,Roth IRA,1221,397
Active,2006-08-22,,Roth 401(k),1222,398
Active,2017-05-13,,Brokerage,1223,399
Active,2015-12-29,,Traditional IRA,1224,399
Active,2009-10-25,,Roth IRA,1225,399
Active,2016-11-17,,Roth 401(k),1226,400
Active,2013-09-24,,529,1227,401
Active,2015-03-29,,Brokerage,1228,402
Active,2014-03-07,,Roth IRA,1229,402
Active,2017-12-03,,Traditional IRA,1230,402
Inactive,2017-05-04,2018-02-25,529,1231,402
Active,2014-08-22,,Roth 401(k),1232,402
Active,2017-11-10,,Traditional IRA,1233,403
Active,2017-12-13,,529,1234,403
Active,2017-08-29,,Brokerage,1235,403
Inactive,2017-11-06,2018-07-30,Roth 401(k),1236,403
Active,2018-03-08,,Roth IRA,1237,403
Active,2013-12-18,,Traditional IRA,1238,404
Active,2015-02-10,,Roth IRA,1239,404
Inactive,2017-02-23,2017-12-24,529,1240,404
Active,2016-03-11,,Brokerage,1241,404
Active,2015-06-11,,Roth 401(k),1242,404
Active,2009-09-06,,529,1243,405
Active,2010-12-12,,Traditional IRA,1244,405
Active,2014-06-15,,Roth IRA,1245,406
Active,2014-12-13,,Roth 401(k),1246,406
Active,2017-08-18,,Brokerage,1247,406
Active,2018-02-14,,Roth IRA,1248,407
Active,2012-06-20,,Traditional IRA,1249,407
Active,2010-05-15,,Brokerage,1250,407
Active,2017-03-31,,529,1251,408
Active,2017-03-16,,Roth 401(k),1252,408
Inactive,2008-12-18,2015-10-02,Roth 401(k),1253,409
Active,2013-03-24,,Brokerage,1254,409
Active,2001-03-29,,529,1255,409
Active,2004-10-04,,529,1256,410
